CUSTOMER_ID,AGE,CREDIT_SCORE,MONTHLY_INCOME,DEBT_TO_INCOME_RATIO,CREDIT_UTILIZATION_PCT,LATE_PAYMENTS_6M,LATE_PAYMENTS_12M,OPEN_ACCOUNTS,LOAN_BALANCE,MONTHS_ON_BOOK,PAYMENT_RATIO,CREDIT_INQUIRIES_12M,DELINQUENT
CUST063494,33,694,4504.0,31.8,30.8,2,5,3,58188.0,41,0.59,0,1
CUST063495,41,675,5354.0,33.6,29.5,1,3,4,18821.0,86,0.83,2,1
CUST063496,61,651,6521.0,9.9,42.9,0,2,5,86599.0,215,1.04,1,0
CUST063497,55,692,7503.0,24.6,38.4,1,2,14,34426.0,158,1.1,0,0
CUST063498,74,585,3740.0,14.7,18.5,0,2,3,15370.0,126,0.78,0,1
CUST063499,59,725,9405.0,17.2,95.2,0,1,10,62540.0,130,0.9,1,0
CUST063500,74,714,7226.0,6.4,49.2,2,2,11,28608.0,193,1.06,1,0
CUST063501,23,642,11816.0,64.2,74.7,1,2,7,41231.0,171,0.65,1,1
CUST063502,45,628,4037.0,36.3,76.0,0,2,3,73097.0,132,0.93,4,1
CUST063503,27,477,3843.0,30.4,29.0,2,2,1,10700.0,238,0.64,0,1
CUST063504,25,511,6094.0,9.9,56.3,0,1,5,53392.0,216,0.32,0,1
CUST063505,73,693,3166.0,33.7,55.8,1,2,5,8186.0,53,0.76,1,1
CUST063506,28,722,3570.0,30.8,91.7,4,6,6,36583.0,172,0.98,2,1
CUST063507,43,735,4113.0,24.2,46.2,0,0,9,33892.0,195,0.87,1,1
CUST063508,66,542,6993.0,19.6,69.3,0,2,8,14828.0,163,0.73,1,1
CUST063509,74,833,2589.0,17.4,34.2,0,0,1,51382.0,211,0.7,0,0
CUST063510,59,730,6441.0,70.9,9.1,0,2,5,93199.0,83,0.83,2,1
CUST063511,50,604,8015.0,1.0,5.5,2,6,2,102136.0,42,0.71,3,1
CUST063512,56,663,5527.0,43.7,60.3,0,1,13,78173.0,75,0.83,1,1
CUST063513,29,514,5536.0,50.8,22.8,2,3,7,110508.0,201,0.81,0,1
CUST063514,66,600,8713.0,18.5,58.6,0,0,1,155955.0,31,0.97,6,1
CUST063515,22,693,4561.0,25.8,45.2,0,2,3,63346.0,113,0.77,3,1
CUST063516,38,655,1488.0,24.7,38.9,2,3,4,3361.0,237,0.87,2,0
CUST063517,45,789,3921.0,34.1,61.2,1,2,5,74128.0,135,0.5,3,1
CUST063518,33,531,2120.0,9.6,79.1,0,0,13,10221.0,25,0.83,3,1
CUST063519,42,640,3353.0,10.4,14.7,3,3,5,25389.0,91,0.71,2,1
CUST063520,30,559,8461.0,22.1,71.8,1,2,1,100859.0,165,0.7,0,1
CUST063521,64,772,5382.0,36.7,85.4,1,4,9,106079.0,130,0.76,2,1
CUST063522,73,671,4961.0,15.6,9.5,0,0,12,71993.0,234,0.91,1,0
CUST063523,22,650,5258.0,54.6,46.0,0,1,12,64475.0,89,0.76,0,1
CUST063524,26,639,2063.0,23.7,70.1,2,3,12,24749.0,122,0.97,0,1
CUST063525,64,579,3362.0,41.9,89.9,0,0,14,17385.0,27,0.1,0,1
CUST063526,42,745,3679.0,62.6,66.6,0,1,2,53226.0,212,0.67,0,1
CUST063527,68,663,14694.0,25.7,51.0,1,1,11,42343.0,152,0.57,0,1
CUST063528,68,669,4061.0,37.0,44.6,1,2,8,63781.0,90,0.94,1,1
CUST063529,30,696,2514.0,28.0,41.3,0,4,13,16392.0,7,1.12,1,1
CUST063530,25,581,2338.0,58.8,51.2,0,0,12,17967.0,147,0.97,0,1
CUST063531,32,809,4953.0,24.3,16.4,0,1,2,15654.0,99,0.92,4,0
CUST063532,42,775,6260.0,12.3,36.0,1,3,11,62965.0,115,0.82,0,1
CUST063533,54,647,6749.0,28.3,28.1,1,2,7,114902.0,219,0.94,2,1
CUST063534,50,625,12707.0,30.0,51.0,0,2,10,143762.0,221,0.61,2,1
CUST063535,68,701,5352.0,14.1,62.8,0,1,6,22226.0,168,0.59,1,1
CUST063536,39,739,2236.0,40.8,20.4,0,1,2,15748.0,146,0.72,2,1
CUST063537,65,790,3762.0,17.0,80.6,1,2,1,74544.0,167,0.78,2,0
CUST063538,65,701,5208.0,28.3,38.9,1,3,1,52102.0,238,0.93,0,0
CUST063539,43,660,3810.0,19.7,60.2,2,2,14,12400.0,10,0.71,2,1
CUST063540,64,660,5226.0,30.6,56.5,2,2,11,14580.0,8,0.47,2,1
CUST063541,35,499,2080.0,32.7,63.4,2,5,8,34537.0,99,0.85,0,1
CUST063542,37,615,3627.0,37.2,88.1,0,2,7,41450.0,136,0.95,0,1
CUST063543,30,678,3650.0,16.8,69.6,1,2,12,54747.0,203,0.3,1,1
CUST063544,61,469,6060.0,1.0,80.1,0,0,4,66701.0,38,0.58,1,1
CUST063545,55,664,3919.0,38.5,75.3,1,3,13,39298.0,231,0.58,2,1
CUST063546,70,585,3965.0,32.4,32.2,1,1,9,74745.0,210,0.75,0,1
CUST063547,39,776,7329.0,8.3,8.4,0,0,10,76674.0,228,0.91,0,0
CUST063548,52,627,5394.0,32.6,83.6,1,3,13,104228.0,176,0.62,1,1
CUST063549,54,628,3733.0,40.0,70.4,2,2,2,30352.0,200,0.93,0,1
CUST063550,64,639,2652.0,25.2,62.0,1,2,13,43016.0,103,0.57,1,1
CUST063551,36,649,6653.0,21.8,40.8,0,0,12,69767.0,109,0.73,1,1
CUST063552,29,713,2407.0,8.4,77.7,1,3,10,28123.0,96,0.67,3,1
CUST063553,25,622,3375.0,49.5,20.9,1,2,7,11805.0,21,0.91,2,1
CUST063554,40,651,4561.0,29.0,51.7,1,1,12,11833.0,96,0.46,4,1
CUST063555,30,713,7947.0,46.7,26.4,0,0,12,156601.0,100,0.53,3,0
CUST063556,36,650,4707.0,6.2,44.6,2,3,1,71638.0,32,0.83,0,1
CUST063557,55,702,3727.0,8.9,81.1,0,1,11,43572.0,29,0.96,3,1
CUST063558,45,614,6945.0,25.1,73.7,1,2,13,54530.0,6,0.31,0,1
CUST063559,45,678,5509.0,2.7,49.6,1,2,8,29643.0,162,0.77,2,1
CUST063560,55,754,7728.0,53.0,69.0,0,2,4,139772.0,84,0.49,1,0
CUST063561,64,698,4078.0,32.5,13.9,3,4,6,14297.0,50,0.63,3,0
CUST063562,73,500,6792.0,20.0,19.3,2,4,3,110637.0,38,0.91,0,1
CUST063563,51,694,3633.0,26.3,71.9,2,2,8,54145.0,80,0.66,0,1
CUST063564,60,557,1941.0,34.1,15.1,1,1,6,13351.0,196,0.65,0,1
CUST063565,34,576,2586.0,56.2,55.6,1,4,11,11662.0,36,1.07,2,1
CUST063566,68,689,12467.0,13.2,49.7,1,1,3,143540.0,207,0.9,2,0
CUST063567,49,572,4429.0,12.3,12.9,2,2,5,42883.0,85,0.87,2,1
CUST063568,62,561,8701.0,19.9,58.3,0,1,6,17741.0,163,0.41,1,1
CUST063569,23,649,5189.0,26.0,45.0,1,2,3,42494.0,99,0.73,0,1
CUST063570,25,600,5777.0,28.7,62.6,0,1,14,29091.0,35,0.85,3,1
CUST063571,57,519,2032.0,30.4,73.8,1,2,12,7377.0,52,0.54,0,1
CUST063572,65,694,6679.0,10.3,30.7,1,1,13,41063.0,71,0.92,2,0
CUST063573,28,728,5215.0,35.4,91.3,1,3,8,47162.0,226,0.93,2,1
CUST063574,70,722,7425.0,37.9,17.3,0,2,7,53226.0,133,1.13,1,0
CUST063575,52,578,5932.0,16.8,12.8,4,6,2,18693.0,230,0.64,2,1
CUST063576,70,682,4951.0,16.7,14.7,0,0,10,68318.0,101,0.44,2,1
CUST063577,67,610,2640.0,44.9,32.1,1,2,4,46769.0,73,0.26,3,1
CUST063578,30,548,3825.0,25.1,27.7,1,2,10,75708.0,20,0.59,1,1
CUST063579,50,590,5759.0,56.1,22.3,0,1,6,105397.0,196,0.95,0,1
CUST063580,34,424,9960.0,1.0,28.4,1,3,6,50487.0,27,0.71,1,1
CUST063581,41,565,5863.0,40.5,34.5,1,1,8,44133.0,170,0.85,3,1
CUST063582,56,532,3858.0,23.3,82.1,0,2,6,8329.0,201,0.57,4,1
CUST063583,63,666,5797.0,25.1,18.9,0,1,1,41378.0,173,0.78,0,1
CUST063584,58,673,4969.0,55.3,62.6,0,2,8,17649.0,22,1.09,2,1
CUST063585,26,514,2841.0,48.4,27.1,0,0,13,10856.0,63,0.83,1,1
CUST063586,22,716,6582.0,42.9,86.3,0,0,1,50363.0,10,0.73,2,1
CUST063587,61,601,2660.0,42.0,29.5,1,3,14,8344.0,116,1.09,0,1
CUST063588,69,564,4763.0,36.3,70.2,1,2,10,43656.0,165,1.03,0,1
CUST063589,25,506,5542.0,18.1,46.7,0,1,14,60314.0,14,0.78,2,1
CUST063590,33,585,2081.0,12.4,45.9,3,4,5,19537.0,203,0.35,3,1
CUST063591,55,638,4726.0,21.6,60.3,1,3,5,40154.0,27,0.63,0,1
CUST063592,34,729,3300.0,30.8,16.5,3,4,5,41541.0,190,0.66,0,1
CUST063593,47,641,3531.0,28.0,42.6,0,1,7,52886.0,129,0.8,0,1
CUST063594,66,624,4227.0,19.1,68.9,0,2,14,38701.0,223,0.69,1,1
CUST063595,59,696,4925.0,48.2,24.9,1,2,11,71536.0,5,0.61,1,1
CUST063596,39,661,6529.0,3.7,53.5,1,3,5,79654.0,116,0.59,2,1
CUST063597,61,529,4088.0,47.5,22.5,1,4,11,49384.0,149,0.93,2,1
CUST063598,71,615,9889.0,27.5,65.2,1,3,3,148216.0,90,0.78,1,1
CUST063599,21,603,4193.0,13.6,79.6,1,1,14,67156.0,24,0.86,0,1
CUST063600,43,638,2271.0,47.5,69.3,0,0,6,42883.0,166,0.77,4,1
CUST063601,23,611,8002.0,7.7,82.9,0,0,1,38677.0,120,0.63,1,1
CUST063602,31,585,9789.0,6.4,46.6,0,0,14,46009.0,197,0.43,2,1
CUST063603,63,767,7785.0,28.6,73.0,0,0,7,126126.0,66,0.68,2,1
CUST063604,39,646,4870.0,44.0,79.5,0,1,14,53803.0,85,0.87,0,1
CUST063605,40,688,4751.0,17.6,64.5,1,1,3,89893.0,181,0.78,3,0
CUST063606,63,640,3218.0,38.3,24.0,0,0,8,62750.0,15,0.36,5,1
CUST063607,39,715,3460.0,23.5,44.9,1,1,6,41304.0,237,0.89,0,0
CUST063608,55,642,5535.0,25.7,20.4,1,3,2,37056.0,142,0.83,2,0
CUST063609,59,727,4017.0,26.9,42.2,0,0,14,25016.0,39,1.04,1,1
CUST063610,43,420,4107.0,44.6,46.6,2,4,14,30219.0,70,0.8,1,1
CUST063611,48,657,5706.0,13.0,7.6,0,1,4,84580.0,136,0.62,1,1
CUST063612,51,670,7707.0,11.6,57.1,0,3,3,36570.0,84,0.68,2,1
CUST063613,59,674,5267.0,19.7,24.6,1,1,2,61077.0,61,0.66,2,1
CUST063614,64,563,4507.0,26.4,38.7,0,0,12,79948.0,117,0.52,0,0
CUST063615,26,592,3054.0,19.9,37.1,0,2,4,13941.0,88,0.93,0,1
CUST063616,54,566,7324.0,33.5,53.8,1,3,12,15665.0,116,1.01,1,1
CUST063617,69,688,3614.0,21.3,53.3,0,2,7,46414.0,200,0.79,4,1
CUST063618,65,722,3543.0,33.9,75.4,1,5,3,53569.0,36,0.66,0,1
CUST063619,33,518,3989.0,36.6,32.9,0,3,8,72717.0,153,0.81,3,1
CUST063620,28,666,1965.0,44.3,69.5,1,2,2,13852.0,108,0.81,2,1
CUST063621,74,580,10562.0,21.8,41.1,0,1,7,80177.0,78,0.65,2,1
CUST063622,27,789,6108.0,31.3,35.3,0,1,6,119986.0,219,0.85,0,0
CUST063623,71,695,8517.0,29.5,49.4,0,0,10,62392.0,200,0.25,3,1
CUST063624,72,621,5198.0,43.6,50.7,0,0,10,10473.0,120,0.94,0,1
CUST063625,39,639,14598.0,36.9,29.9,0,0,11,71975.0,215,1.1,1,1
CUST063626,27,753,7959.0,8.3,51.1,0,1,14,117949.0,122,0.79,2,1
CUST063627,36,654,2709.0,30.0,48.7,1,3,5,49419.0,162,0.75,1,1
CUST063628,32,506,4217.0,46.4,53.4,2,2,1,22336.0,43,0.66,2,1
CUST063629,42,771,8455.0,40.4,71.7,0,2,2,91030.0,42,0.61,0,1
CUST063630,44,715,1948.0,3.3,64.7,2,3,10,31876.0,188,0.89,4,1
CUST063631,28,607,5023.0,43.8,12.3,0,1,14,34921.0,62,0.55,3,1
CUST063632,67,698,1614.0,8.5,35.1,0,2,6,24106.0,149,0.63,4,0
CUST063633,60,600,3309.0,6.2,92.2,1,3,10,26069.0,132,0.61,1,1
CUST063634,63,598,1666.0,8.8,24.1,2,5,9,13905.0,186,0.76,3,1
CUST063635,59,640,4191.0,43.8,35.6,0,1,3,57153.0,22,1.09,1,1
CUST063636,32,698,7559.0,25.7,69.6,0,0,3,112026.0,64,0.62,3,1
CUST063637,34,687,4823.0,9.0,78.8,1,2,4,42825.0,144,0.65,0,1
CUST063638,34,725,7331.0,35.6,58.9,0,1,7,112395.0,126,0.85,2,0
CUST063639,49,687,6067.0,3.2,53.0,0,1,13,62898.0,73,0.87,0,0
CUST063640,69,766,4423.0,24.1,80.3,1,1,10,83061.0,222,0.85,0,0
CUST063641,47,787,10340.0,33.1,28.8,1,4,11,163819.0,225,0.63,2,1
CUST063642,66,674,6106.0,38.0,34.7,2,5,1,117583.0,186,0.78,2,1
CUST063643,45,623,7402.0,25.5,95.8,0,1,5,73209.0,190,0.69,1,0
CUST063644,48,635,9426.0,2.8,32.2,0,1,3,157295.0,217,0.83,1,1
CUST063645,50,495,4820.0,35.0,40.8,0,1,1,94079.0,59,1.1,2,1
CUST063646,36,651,4588.0,32.2,45.2,0,1,8,53455.0,35,0.34,2,1
CUST063647,36,600,5205.0,5.4,18.6,0,2,6,71625.0,103,0.91,1,0
CUST063648,30,593,6240.0,50.5,55.9,1,2,1,64789.0,5,0.44,0,1
CUST063649,29,646,5707.0,37.7,49.9,0,2,7,110230.0,32,1.13,0,1
CUST063650,73,482,6943.0,3.3,80.1,0,1,14,89801.0,155,0.67,3,1
CUST063651,66,635,3405.0,19.3,71.8,1,3,9,52964.0,41,0.97,4,1
CUST063652,52,666,3861.0,41.5,62.1,0,2,3,33935.0,183,1.01,1,1
CUST063653,33,527,5962.0,17.5,41.2,0,1,13,70841.0,214,0.86,0,1
CUST063654,63,758,11598.0,39.3,49.8,1,3,3,61437.0,176,1.26,2,0
CUST063655,38,685,3719.0,42.6,18.1,2,4,7,25437.0,24,0.87,0,1
CUST063656,36,753,8246.0,12.9,76.9,1,1,8,116989.0,190,0.52,1,1
CUST063657,43,684,5930.0,12.9,58.4,2,3,3,92881.0,12,0.69,1,1
CUST063658,74,678,11324.0,32.2,88.5,1,2,6,121351.0,40,0.85,3,1
CUST063659,65,771,8078.0,26.7,10.3,1,1,8,116071.0,187,1.07,0,0
CUST063660,55,755,2306.0,9.2,62.2,1,2,2,32492.0,40,0.98,4,1
CUST063661,35,805,3147.0,61.3,61.3,1,4,14,14098.0,79,0.61,0,1
CUST063662,63,640,4463.0,16.8,26.3,0,1,1,88348.0,139,0.51,1,1
CUST063663,43,586,4429.0,49.2,23.0,0,2,4,70414.0,174,0.44,2,1
CUST063664,54,557,5709.0,40.4,81.0,1,3,3,92413.0,78,0.57,3,1
CUST063665,38,571,7249.0,16.7,55.1,1,1,10,17241.0,202,0.83,2,1
CUST063666,63,704,10657.0,18.9,66.1,0,1,3,211517.0,21,0.83,2,1
CUST063667,68,850,4545.0,12.5,19.0,1,1,9,33737.0,107,0.85,3,0
CUST063668,55,770,6918.0,27.3,59.4,0,1,11,46081.0,96,0.73,1,1
CUST063669,56,635,2279.0,47.2,14.1,0,1,2,11551.0,58,0.7,1,1
CUST063670,54,711,3361.0,31.7,68.8,0,0,1,47319.0,38,0.7,0,1
CUST063671,47,605,4222.0,8.5,36.4,2,4,3,78819.0,157,1.07,1,1
CUST063672,23,610,5817.0,71.4,9.8,5,8,8,18970.0,205,0.94,3,1
CUST063673,22,567,7321.0,52.2,73.7,1,2,7,130758.0,11,1.25,1,1
CUST063674,58,572,5279.0,32.6,27.1,0,3,14,61398.0,231,0.73,3,1
CUST063675,64,694,4319.0,26.7,42.7,0,0,7,68843.0,183,0.56,2,0
CUST063676,51,768,6769.0,60.5,31.7,0,1,11,80018.0,12,0.83,4,1
CUST063677,48,733,4397.0,37.8,56.5,0,0,2,42789.0,187,0.58,2,1
CUST063678,67,766,3962.0,47.0,46.6,0,1,11,76974.0,126,1.01,0,0
CUST063679,35,712,3299.0,73.0,27.1,3,5,6,56005.0,179,0.78,0,1
CUST063680,44,647,8049.0,36.6,55.6,1,1,4,43219.0,173,0.7,1,1
CUST063681,39,607,4263.0,8.8,89.9,0,1,8,77768.0,26,0.61,4,1
CUST063682,57,696,12583.0,20.4,92.8,1,2,3,107600.0,227,0.73,1,1
CUST063683,45,515,4693.0,24.6,32.6,1,2,9,21512.0,46,0.46,4,1
CUST063684,54,601,4318.0,34.9,49.0,1,3,11,77102.0,176,0.89,1,1
CUST063685,38,586,9978.0,49.3,24.7,0,1,6,124991.0,119,0.46,2,1
CUST063686,41,749,6453.0,27.9,44.5,1,1,3,120263.0,42,0.68,2,0
CUST063687,45,539,4159.0,57.2,37.0,0,2,3,23221.0,147,0.7,2,1
CUST063688,32,724,9042.0,25.6,42.7,0,1,11,131197.0,55,0.93,1,1
CUST063689,46,680,6345.0,51.4,60.1,1,1,2,100201.0,170,0.76,0,0
CUST063690,73,681,6969.0,12.9,66.2,0,3,12,30746.0,147,0.25,2,1
CUST063691,34,612,8594.0,39.7,26.5,1,5,5,90930.0,185,0.63,2,1
CUST063692,64,532,9540.0,10.0,97.0,1,1,5,82006.0,103,0.69,3,1
CUST063693,68,690,3571.0,26.1,34.8,1,2,4,8334.0,71,0.6,1,1
CUST063694,64,720,9560.0,13.1,83.1,1,1,6,129042.0,53,0.58,1,1
CUST063695,48,689,9038.0,20.4,31.0,0,1,12,57880.0,12,0.56,1,1
CUST063696,54,638,4863.0,1.8,79.5,1,2,5,35730.0,107,0.94,3,1
CUST063697,45,558,9608.0,63.6,94.9,2,3,13,121489.0,232,0.78,1,1
CUST063698,40,600,3399.0,13.3,62.1,1,1,11,49523.0,84,0.6,3,1
CUST063699,29,686,10510.0,24.4,4.4,1,1,7,168149.0,208,0.77,0,1
CUST063700,64,586,1916.0,40.6,34.7,0,1,14,29168.0,80,0.69,1,1
CUST063701,64,573,1720.0,16.8,63.3,0,0,6,6314.0,112,0.75,1,1
CUST063702,30,534,7869.0,20.5,57.2,0,1,5,107614.0,70,0.59,0,1
CUST063703,25,692,3726.0,25.7,47.8,0,3,14,36374.0,170,0.58,2,1
CUST063704,72,691,9464.0,5.9,33.8,1,4,14,94713.0,180,0.7,1,1
CUST063705,51,742,4043.0,12.5,55.4,0,0,4,44596.0,138,0.66,1,0
CUST063706,24,478,2503.0,18.0,23.9,0,1,5,15963.0,97,0.61,2,1
CUST063707,54,743,7255.0,25.0,82.4,0,2,4,27977.0,107,0.44,1,1
CUST063708,57,739,7919.0,24.2,83.1,1,4,10,88169.0,129,0.83,0,1
CUST063709,47,746,1254.0,27.4,65.2,0,0,7,3160.0,179,0.75,2,1
CUST063710,36,659,5610.0,11.9,86.5,0,2,9,25352.0,196,1.17,0,1
CUST063711,38,667,4112.0,6.3,70.3,0,1,2,44640.0,53,0.71,4,1
CUST063712,31,667,5427.0,29.5,89.4,0,2,4,44903.0,69,0.59,1,1
CUST063713,62,576,2550.0,29.1,16.9,3,3,8,29796.0,173,0.47,0,1
CUST063714,67,580,4497.0,38.2,50.1,1,3,5,27632.0,31,0.55,1,1
CUST063715,70,668,5044.0,48.9,70.0,0,3,10,84275.0,164,0.66,2,1
CUST063716,64,630,3434.0,50.9,51.6,1,4,3,21947.0,87,0.83,3,1
CUST063717,44,707,5129.0,32.7,67.9,2,6,8,15335.0,116,1.07,3,1
CUST063718,64,621,2139.0,79.8,73.5,1,2,8,25278.0,130,0.24,3,1
CUST063719,26,532,3604.0,54.0,24.5,1,1,8,31666.0,115,0.32,0,1
CUST063720,44,536,1837.0,48.8,30.7,2,3,14,25802.0,123,0.6,3,1
CUST063721,21,589,4769.0,19.7,22.1,1,3,13,67984.0,28,0.65,2,1
CUST063722,35,708,1725.0,22.5,44.1,0,2,11,25246.0,152,0.52,0,0
CUST063723,49,608,9934.0,47.3,45.4,1,1,7,85516.0,212,0.92,3,1
CUST063724,21,673,9998.0,8.8,29.2,0,0,3,52440.0,27,0.61,4,1
CUST063725,66,516,10697.0,19.0,30.5,0,2,8,91906.0,78,0.79,1,1
CUST063726,39,662,1818.0,13.3,45.0,0,0,2,19942.0,63,0.4,1,1
CUST063727,69,653,4395.0,24.0,40.7,1,3,5,67630.0,73,0.61,2,1
CUST063728,41,745,4869.0,10.0,34.5,3,3,1,66541.0,199,1.0,0,0
CUST063729,69,662,3372.0,14.5,78.8,2,2,14,57789.0,16,0.67,1,1
CUST063730,46,711,3831.0,40.6,44.3,0,2,8,43047.0,191,0.49,2,1
CUST063731,53,805,2441.0,18.5,25.3,2,3,1,36560.0,235,0.87,2,0
CUST063732,72,653,5742.0,15.1,17.0,2,3,1,91747.0,33,0.72,2,1
CUST063733,22,772,11697.0,31.9,6.5,2,3,12,198998.0,118,0.45,2,1
CUST063734,58,659,8930.0,1.5,70.3,1,2,3,42316.0,104,0.94,2,0
CUST063735,21,607,3767.0,29.0,76.4,4,4,8,57923.0,215,0.71,1,1
CUST063736,51,641,8597.0,22.1,42.6,0,2,2,165115.0,29,0.72,6,1
CUST063737,36,609,5097.0,32.5,80.5,1,2,3,68431.0,163,0.62,2,1
CUST063738,55,612,2233.0,22.2,82.8,1,3,1,15570.0,8,0.49,0,1
CUST063739,47,604,2404.0,67.5,54.0,1,2,4,23007.0,59,1.07,1,1
CUST063740,32,625,3733.0,1.0,57.7,1,1,1,48321.0,128,0.63,1,1
CUST063741,54,706,11762.0,9.7,17.0,1,2,10,165286.0,100,0.68,2,0
CUST063742,69,513,2675.0,17.7,76.7,0,1,8,41349.0,155,0.82,2,1
CUST063743,45,672,6662.0,13.4,10.8,0,0,7,123100.0,190,0.83,0,0
CUST063744,37,659,9339.0,10.4,29.5,0,1,8,108180.0,3,0.87,2,0
CUST063745,71,760,8220.0,10.5,27.2,0,1,5,127360.0,98,0.61,0,1
CUST063746,74,620,1812.0,46.1,18.5,0,0,4,13698.0,169,1.05,0,1
CUST063747,72,740,1681.0,19.8,26.3,0,3,7,23012.0,92,0.8,0,0
CUST063748,29,581,4792.0,11.4,71.1,2,3,14,12861.0,47,0.41,1,1
CUST063749,46,613,7977.0,40.0,95.2,1,2,6,31473.0,45,0.82,1,1
CUST063750,59,683,3586.0,50.3,52.8,2,4,14,50349.0,202,0.88,1,1
CUST063751,42,698,3759.0,43.2,27.2,0,0,9,48663.0,81,0.51,0,1
CUST063752,45,628,4796.0,34.4,56.8,0,0,13,68897.0,194,0.93,2,1
CUST063753,25,667,6318.0,13.9,35.7,1,2,9,116761.0,121,0.91,0,1
CUST063754,56,636,5067.0,35.8,43.8,0,1,9,68785.0,46,1.0,3,1
CUST063755,36,713,4255.0,36.6,32.5,1,2,10,40822.0,166,0.98,1,1
CUST063756,37,638,6728.0,28.5,14.4,2,3,8,81899.0,16,0.5,1,1
CUST063757,32,632,3654.0,40.1,91.9,0,2,6,18532.0,48,0.67,1,1
CUST063758,64,729,8407.0,24.9,39.0,2,3,1,84581.0,7,0.85,6,1
CUST063759,67,666,6488.0,18.3,31.2,0,2,2,25505.0,46,0.88,4,1
CUST063760,22,703,4397.0,22.3,61.2,2,6,11,32387.0,145,0.71,2,1
CUST063761,54,849,6006.0,39.0,49.1,1,1,12,87301.0,84,0.59,1,1
CUST063762,39,491,3428.0,32.3,67.6,0,1,6,32772.0,154,0.68,2,1
CUST063763,23,567,3242.0,17.4,49.1,1,2,7,55111.0,83,0.54,2,1
CUST063764,72,575,12587.0,32.5,73.0,1,3,7,31894.0,97,0.8,1,1
CUST063765,25,581,14507.0,30.3,23.4,0,0,7,274482.0,189,0.94,2,0
CUST063766,38,763,7950.0,18.7,13.2,0,3,6,136918.0,121,0.83,3,1
CUST063767,25,436,10857.0,60.5,38.4,2,6,14,216638.0,64,0.9,2,1
CUST063768,73,688,2468.0,19.8,44.5,2,3,13,33204.0,44,0.58,3,1
CUST063769,68,527,2545.0,25.1,94.8,2,5,7,40258.0,10,0.87,0,1
CUST063770,50,652,6397.0,30.7,48.2,2,2,7,109623.0,103,0.81,1,0
CUST063771,48,670,5378.0,60.4,79.8,0,0,1,72876.0,199,0.49,2,1
CUST063772,46,722,6108.0,29.1,80.4,0,2,9,17375.0,156,0.84,1,0
CUST063773,38,628,6624.0,16.2,63.2,1,2,1,31611.0,6,0.54,2,1
CUST063774,52,636,6792.0,26.4,93.7,0,5,11,15598.0,29,0.68,2,1
CUST063775,48,486,3959.0,14.7,66.5,1,1,13,43020.0,88,0.82,0,1
CUST063776,65,832,12148.0,8.3,54.9,1,2,4,173945.0,151,1.08,0,0
CUST063777,26,674,2265.0,11.8,61.7,0,0,9,25461.0,100,0.63,1,0
CUST063778,70,685,2585.0,57.2,44.5,0,1,6,49183.0,32,0.68,2,1
CUST063779,30,735,3461.0,35.4,70.2,2,5,1,41405.0,93,1.02,0,1
CUST063780,22,644,2457.0,30.3,39.9,0,0,10,29005.0,37,0.67,1,1
CUST063781,70,683,4601.0,69.4,66.2,2,3,12,12759.0,169,0.44,2,1
CUST063782,67,707,10205.0,22.7,73.6,2,3,12,187411.0,44,0.48,3,1
CUST063783,50,532,4623.0,42.9,45.1,0,1,6,9391.0,38,1.04,2,1
CUST063784,65,692,2376.0,25.5,77.4,1,1,9,47267.0,134,0.78,0,0
CUST063785,35,816,3235.0,55.6,67.1,2,2,10,49903.0,200,0.91,1,1
CUST063786,58,789,2052.0,33.0,53.0,0,1,1,22256.0,102,0.99,2,1
CUST063787,72,772,8112.0,19.8,83.1,0,1,7,156278.0,128,0.79,1,0
CUST063788,38,802,6485.0,31.2,29.7,0,0,7,111859.0,106,0.57,0,0
CUST063789,54,549,6986.0,16.8,41.9,1,3,1,53286.0,207,0.69,2,1
CUST063790,46,608,5047.0,33.2,20.3,1,2,3,31203.0,24,0.89,3,1
CUST063791,49,577,11138.0,28.0,65.5,1,2,14,67414.0,213,0.76,5,1
CUST063792,29,850,5202.0,59.5,59.0,0,1,3,65532.0,31,0.69,0,0
CUST063793,42,669,2745.0,31.5,67.1,0,0,11,48871.0,167,0.77,1,0
CUST063794,57,536,5051.0,61.4,42.1,1,1,9,68498.0,169,0.8,3,1
CUST063795,70,561,12535.0,12.3,12.5,1,3,13,223168.0,11,0.7,1,1
CUST063796,31,658,5673.0,25.9,61.1,0,1,11,39494.0,127,0.65,3,1
CUST063797,44,540,7491.0,62.5,16.8,3,3,12,89951.0,60,0.63,1,1
CUST063798,49,799,6448.0,26.8,81.3,1,1,3,117543.0,191,0.98,1,0
CUST063799,33,713,7092.0,20.1,22.9,1,2,1,61730.0,111,0.61,4,1
CUST063800,56,675,5182.0,30.0,35.2,1,1,7,58621.0,187,0.5,1,1
CUST063801,36,565,3598.0,17.8,45.7,0,0,13,7231.0,154,0.86,2,1
CUST063802,61,544,5422.0,4.9,19.4,0,0,2,11200.0,113,0.57,3,1
CUST063803,35,677,4532.0,44.8,64.7,0,0,10,66502.0,233,0.62,3,1
CUST063804,30,660,5124.0,17.1,62.2,2,2,10,19429.0,96,0.5,1,1
CUST063805,28,547,3747.0,16.2,16.8,0,1,7,74449.0,63,1.0,1,1
CUST063806,51,645,8413.0,24.0,7.0,0,0,2,86949.0,4,0.99,3,1
CUST063807,70,645,6760.0,30.6,7.2,0,0,9,127003.0,138,0.92,0,0
